product_id,product_name,aisle_id,department_id
3700,Organic Coconut Assam Whole Leaf Tea,100,21
3701,In Escabeche Carrots,30,6
3702,Mango Chips,50,19
3703,"Plates, 10-1/16 Inch",111,17
3704,Organic Bunny Butter Parmesan Pasta,13,20
3705,Toilet Paper CleanCare Rolls,54,17
3706,Sparkling Concord Juice Grape,98,7
3707,Extreme Sport Styling Gel,22,11
3708,"Lean Protein & Fiber Bars, Chocolate Almond Brownie",65,11
3709,Glide Pro-Health Mint Floss,20,11
3710,Activia Greek Nonfat Yogurt Blueberry,120,16
3711,Aranciata Sparkling Orange Beverage,77,7
3712,Grilled Marinated Artichoke Hearts,81,15
3713,Cold Sore Cream,20,11
3714,Almond Thins Almond Butter Cookies,61,19
3715,California Sparkling Wine,134,5
3716,Ratanhia Toothpaste,20,11
3717,Cheese Enchilada Meal,38,1
3718,Wasabi Cheddar Spreadable Cheese,21,16
3719,Dark Brown Henna Cream,22,11
3720,Golden Delicious Apples,24,4
3721,Unsweetened Green Tea,94,7
3722,Skinny Vanilla Latte,26,7
3723,Frozen Lemon Simply Yogurt Bars,37,1
3724,Green House Grown Miraculously Sweet Tomatoes,100,21
3725,Salted Caramel Peanuts,117,19
3726,Freeze-Dried Chives,104,13
3727,Creamy Almond Nut Butter,88,13
3728,Cherry Vanilla Kettle Cooked Apples Fruit Pouch,99,15
3729,Super Veggie,98,7
3730,"Crumbled Feta Cheese, Fat Free",21,16
3731,Organic Red Pepper,104,13
3732,Grape 100% Juice,98,7
3733,Daily Moisture Lotion with SPF 15,127,11
3734,Organic Veggie Carnitas,14,20
3735,Specialties Garlic Stuffed Queen Olives,110,13
3736,Chicken Stew Dinner Canned Cat Food,41,8
3737,Kids Mixed Berry Twisted Fruit,50,19
3738,Calendula Baby Diaper Care,102,18
3739,Organic Dry Roasted & Salted Cashews,117,19
3740,Gluten Free Fire-Roasted Vegetable Pizza,42,1
3741,Ibuprofen Infants' Berry Pain Reliever/Fever Reducer,6,2
3742,Sport Blast Shower Gel,127,11
3743,Dragon Fruit Mango Flavored Fruit Juice Cocktail Blend,31,7
3744,Dark Italian Roast Ground Coffee,26,7
3745,Cabernet Sauvignon Alexander Valley,28,5
3746,Reduced Fat Creamy Peanut Butter To Go,88,13
3747,PM Extra Strength Caplets,133,11
3748,"Pure Care Dry Oil for Dull, Dry Hair, Non-Greasy Conditioner",22,11
3749,Woman's Energy Tea,94,7
3750,"Tea Tree Oil, 100% Australian",109,11
3751,English Double Devon Cream,53,16
3752,Original Whole Bean Coffee,26,7
3753,Anticavity Smart Rinse,20,11
3754,Gimbi Pink Grapefruit,98,7
3755,Ultra Soft & Strong With Clean Stretch Unscented Bathroom Tissue,54,17
3756,0% Fat Blueberry Greek Yogurt,120,16
3757,Large Gluten-Free Coconut Macaroons,61,19
3758,Quenching Coconut Curls Conditioner,22,11
3759,Smoked Salt Caramels in Milk Chocolate,45,19
3760,Peppercorn Sauce,5,13
3761,Country Peach Passion Herbal Tea,94,7
3762,Table Blend Salt-Free Seasoning Blend,104,13
3763,VS Cognac,124,5
3764,Cinnamint Toothpicks,20,11
3765,Original Whole Fat Lactose Free Milk,91,16
3766,Fragrance Free Baby Wipes,56,18
3767,"Deodorant, Tea Tree Oil",80,11
3768,Natural Blend Oil,19,13
3769,Organic Mini Peanut Butter Crackers,61,19
3770,Moisturizing Shave Cream Raspberry Mist,55,11
3771,Organic Low Sodium Super Veggie Juice,98,7
3772,Rejuvenating Apricot Natural Kernal Skin Care Oil,25,11
3773,Organic Ginger Juice,72,13
3774,NUT-rition Chocolate Nut Mixed Nuts,117,19
3775,"Ham Steak, Boneless, Honey Cured",7,12
3776,Chocolate Chip Waffles,52,1
3777,Yellow Onion Bag,100,21
3778,All Natural Spanish Saffron,104,13
3779,Mango Fruit Spread,88,13
3780,Bioactive Manuka 24+ Honey,47,11
3781,Sheer Moisture Lip Tint - Adorn,132,11
3782,"Bread, Jewish Rye",112,3
3783,Dairy Free Cashew Milk Creamy Chocolate Frozen Dessert,37,1
3784,Large Pasteurized Eggs,86,16
3785,NyQuil Cold & Flu Nighttime Relief Cherry Flavor Liquid 8 fl oz  Respiratory Care,11,11
3786,Red Sugar Sprinkles,97,13
3787,Garlic & Herb Butter Stick,36,16
3788,Strawberry 100 Calorie Cottage Doubles,21,16
3789,0% Fat Superfruits Greek Yogurt,120,16
3790,Pickled Crispy Aparagus,110,13
3791,Vegan Alfredo Red Pepper Sauce,9,9
3792,Whole Baby Sweet Corn,81,15
3793,Honey Grahams Graham Style Crackers,29,13
3794,Pimiento Stuffed Spanish Olives,110,13
3795,Oven Roasted Chicken,96,20
3796,Ranchero Braised Beef,38,1
3797,Swiss Cheese Singles,21,16
3798,Pink Lady Apples,24,4
3799,Maximum Strength Anti-Itch Creme,126,11
3800,Hampshire 100% Natural Sour Cream,108,16
3801,Classic Cheddar Potatoes Pierogie,38,1
3802,White Meat Chicken Cat Food,41,8
3803,Extra-Thick Scrubber Sponge,114,17
3804,Homestyle Healthy Request Mexican Style Chicken Tortilla Soup,69,15
3805,Orange Honeydew Melon,24,4
3806,"Homestyle Meals Pumpkin, White Beans & Kale Organic Baby Food",92,18
3807,Chocolate Peanut Butter Non Dairy Frozen Dessert,37,1
3808,Olive Oil Cooking Spray,19,13
3809,Salted Caramel Bar,100,21
3810,Eco-Foil Loaf Pans (8 in x 3 7/8 in x 2 15/32 in),10,17
3811,Sliced Strawberries,116,1
3812,Chocolate Fudge Topping,103,19
3813,Green Apple Scent Dishwashing Liquid,74,17
3814,Special K Chocolatey Chip Protein Meal Bar,3,19
3815,"Worcestershire Sauce, Bourbon Barrel Aged",72,13
3816,Gray Sea Salt 66% Dark Chocolate Covered Caramels,45,19
3817,Southern Style Sweet Tea,94,7
3818,Organic Chipotle Roasted Seaweed Snacks,66,6
3819,Organic Mocha Coffee Concentrate,26,7
3820,Double Chocolate Flavor Reduced Calorie Pudding Snacks Sugar Free,71,16
3821,Hair Color 10N Light Dawn Blonde,22,11
3822,Green Magic Chia Squeeze,117,19
3823,Aerosol Powder Dry Antiperspirant & Deodorant,80,11
3824,Turmeric Supreme Extra Strength,47,11
3825,Yopa! Greek Nonfat Yogurt With Lowfat Granola & Strawberries,120,16
3826,Hemp & Greens Burger,42,1
3827,Apple Pie Fruit & Nut Bars,3,19
3828,Midnight California Dark Red Wine Blend,28,5
3829,Organic Spicy Ginger Herbal Tea,94,7
3830,Country Fried Chicken Tenders,38,1
3831,Jamaican Allspice,104,13
3832,Cranberry Ginger Fruit and Root Juice,31,7
3833,Quart Bags,85,17
3834,70% Cocoa Chocolate Bar,45,19
3835,"Coconut Water, Pure Organic",98,7
3836,Spinach And Artichoke Hummus,67,20
3837,Lemon Drop Cookie Bites,61,19
3838,Organic Jumbo Sunflower Seeds,117,19
3839,Black Cherry Cider,27,5
3840,Grinder Himalayan Salt Pink,104,13
3841,Color Reflect Deep Shampoo,22,11
3842,Strawberry Dark Chocolate Gelato Bars,37,1
3843,Organic Brussels Sprouts,83,4
3844,Snackimals Chocolate Chip Cookies,61,19
3845,Organic Just Sweet Potato & Barley,92,18
3846,Fresh Air Fabric Softener,6,2
3847,Original Whole Grain English Muffins,93,3
3848,Security Regular & Super Security Tampons Multi-Pak Unscented,126,11
3849,Organic Sprouted English Muffin,93,3
3850,Snowflake Crackers,78,19
3851,All Natural Hot & Spicy Southwest Cheddar Baked Fries,107,19
3852,Peppered Smoked Wild Mackerel,15,12
3853,Stir Fry Sauce Szechuan Pepper,66,6
3854,Liquid Fabric Softener Original Fabric Enhancers,75,17
3855,White Hot Dog Rolls,43,3
3856,Deli Fresh Smoked Turkey Breast,96,20
3857,Gluten Free Cowgirl Cookies Chocolate Chip,8,3
3858,2nd Foods Chicken & Gravy,92,18
3859,Stage 2 Apple Turkey Cranberry Baby Food,92,18
3860,Antioxidant Super Tea Pomegranate Peach Passion White Tea,94,7
3861,Fresh Mushroom  Pasta Sauce,9,9
3862,Light & Fit Non Fat Blueberry Greek Yogurt,120,16
3863,Crunchy Kale Nacho,50,19
3864,Light Smoked Portuguese Sardines in Tomato Sauce,95,15
3865,Pulled Pork with Barbecue Sauce,7,12
3866,Calendula Baby Bath Wash,102,18
3867,"Antiperspirant Deodorant, Fresh",80,11
3868,White Beauty Bar,127,11
3869,Organic Sweet Relish,72,13
3870,Signature Angel Food Cake Mix,105,13
3871,Blackhead Eliminating Daily Scrub,73,11
3872,Organic Greek Yogurt Peach,120,16
3873,Mountain Spring Water,115,7
3874,Organic Stage 2 Pears Baby Food,92,18
3875,"Cough & Bronchial Syrup with Zinc Formula, Maximum Strength",11,11
3876,Sofia Blanc De Blancs Sparkling White Wine,134,5
3877,"Sauvignon Blanc, Monterey, 2011",62,5
3878,Magic Velvet Mango Organic Food Smashup,100,21
3879,Organic Bananas Beet & Blueberry Baby Food,92,18
3880,Corn Maize Tortillas,128,3
3881,Outshine Watermelon Fruit Bars,37,1
3882,Beef Chili with Beans,59,15
3883,Chicken Fingers,34,1
3884,Organic Plain Unsweetened Nondairy Cashew Yogurt,100,21
3885,Crinkle Cut Carrots,116,1
3886,Organic Maple Brown Sugar Granola,57,14
3887,"Raw Honey, Organic",29,13
3888,Organic Chile Lemon Pistachio,117,19
3889,"Tomatoes, Crushed",81,15
3890,Organics Carrot Juice,98,7
3891,Pearl Plastic Unscented Multipack,126,11
3892,No-Scratch Refills,114,17
3893,Hazelnut Dairy Free Creamer,53,16
3894,Frosted Granny's Apple Pie Toaster Pastries,48,14
3895,Lasagna With Meat & Sauce,100,21
3896,Organic Honey Sweet Whole Wheat Bread,112,3
3897,Reduced Bitterness Brewer's Yeast,47,11
3898,Organic Rosemary Potato Chowder,69,15
3899,Chocolate Fudge Bite-lettes,45,19
3900,Organics Cornmeal Muffin Mix,105,13
3901,Flintstones Plus Immunity Support Multivitamin Supplement,47,11
3902,Classic Green Chickpea Natural Hummus,67,20
3903,Triple Nutrition Fortifying Shampoo For Dry & Damaged Hair,22,11
3904,Soft Works Pop Container,85,17
3905,Square Extra Small Containers + Lids,85,17
3906,Super Fruit,94,7
3907,Perfect Pinch Garlic & Herb Salt Free Seasoning,104,13
3908,Original Cactus Water,115,7
3909,Meaty Selections Chicken & Turkey Flavors Adult 1+ Yrs Dry Cat Food,41,8
3910,Tumeric Cinnamon Tea,94,7
3911,Mens Complete Gummy Vitamins,100,21
3912,Advanced Solid Odor Protection Sport Triumph Anti-Perspirant & Deodorant,80,11
3913,Original Unfiltered Ginger Ale,77,7
3914,Meatballs Italian Style,38,1
3915,Lemon & Lime Flavor Soda,77,7
3916,Organic Super Cotton Tampons With Applicator,126,11
3917,Flaxmilk 1200 mg Omega-3 Vanilla,123,4
3918,Hummus Tahini,19,13
3919,Hearty Grains 100% Whole Wheat English Muffins,93,3
3920,Organic Cotton Liners,102,18
3921,"2nd Foods Organic Fruit & Veggies - Apples, Zucchini, Spinach & Strawberries",92,18
3922,Seabass & Shrimp Cat Food,41,8
3923,"Cashew, Sesame & Pimento Spread",51,13
3924,"Yogurt, Creamline, Orange Creme",120,16
3925,Coarse Crystals Sea Salt,104,13
3926,Chocolate Yogurt Fat-Free Frozen Bar,50,19
3927,Hair Pomade,22,11
3928,Diced Mango Fruit,99,15
3929,Apple Fruit & Grain Cereal Bars,48,14
3930,Original All Good Lips Lip Balm,20,11
3931,Sweet & Spicy Tuna Creations,95,15
3932,Wasabi,66,6
3933,Grater,10,17
3934,Glass Bottles 6pk 8oz,77,7
3935,Organic Coconut Milk Non-Dairy Frozen Dessert Butter Pecan,37,1
3936,Blueberry Vanilla Graham Greek Frozen Yogurt,37,1
3937,Ultimate Lithium AAA Batteries,87,17
3938,"Vanilla Extract, Organic",17,13
3939,MarroBone Real Beef Flavor Dog Care & Treats,40,8
3940,Nonfat Cottage Cheese,108,16
3941,Crystal Clear  40 Watt Ceiling Fan Bulb,100,21
3942,Bittersweet Chocolate Sauce,88,13
3943,Yogurt Peanut Clusters,6,2
3944,"Dog Chew, USA Rawhide, Chicken Flavored, 7 Inch",40,8
3945,Gelato Pop Coffee dipped in chocolate,37,1
3946,Homemade Ice Cream Balls Chocolate Espresso,37,1
3947,Outshine Fruit Bars Pineapple,37,1
3948,Advanced Care Beauty Finish Antiperspirant Deodorant,100,21
3949,Blend of 12 Aged Rums,124,5
3950,L-Lysine With B6 500 Mg,47,11
3951,Carrot and Broccoli Baby Food Puree,92,18
3952,Organic Broccoli Crowns,83,4
3953,Kids Soft & Chewy Candy,45,19
3954,Tasty Treasure Turkey Dinner in Gravy,41,8
3955,Chinese Style Salad Kit,89,13
3956,Water Chestnuts,66,6
3957,100% Raw Coconut Water,31,7
3958,Dairy Free Cultured Chocolate Coconut Milk,120,16
3959,Bacon Caesar Kit,123,4
3960,Quietude Quick Dissolving Tablets,6,2
3961,9 Inch Pie Pan,10,17
3962,Tater Puffs,129,1
3963,Pureed Baby Food Pears Beans,92,18
3964,Prepared Meals Simmered Beef Entree Dog Food,40,8
3965,Organic Sweet Peas with Onions in Parmesan Herb Sauce,116,1
3966,Clean Individual Wipes,126,11
3967,Cherry Soda,77,7
3968,Vegetable Stand Combinations Ultimate Southwest Blend,116,1
3969,Bliss Milk Chocolate Candy,45,19
3970,Organic Shiitake Sesame Dressing,89,13
3971,Organic Pear,115,7
3972,Grill Mates Steak Rub,104,13
3973,Organic Sprouted Vegetable Fried Rice,4,9
3974,Megaflora Plus High Potency Probiotic,47,11
3975,Multi Purpose Scrub Sponge,114,17
3976,Green Blueberry Slim Life Tea,94,7
3977,Whole Milk Ricotta Con Latte,21,16
3978,Carolina Honey,94,7
3979,Rawhide Chip Rolls,40,8
3980,Malbec 2013,28,5
3981,Cucumber Flavor Soda,77,7
3982,Whole Cantaloupe,24,4
3983,Skillet Sauce Chicken Marsala,5,13
3984,Cherry Bites,45,19
3985,Volum' ExpressÂ® The Colossal Glam Black Waterproof Mascara,132,11
3986,Belgian Crepes,52,1
3987,Four Cheese & Olive Crisps,107,19
3988,Roasted Salted Peanuts,117,19
3989,Parmesan and Roasted Garlic Dressing,89,13
3990,Natural Sharp Cheddar Sliced Cheese,21,16
3991,Moms Macaroni Salad,1,20
3992,California Diced Peaches Packed in Water No Sugar Added,99,15
3993,Ice Peppermint Menthol Drops Cough Suppressant/Oral Anesthetic,11,11
3994,Max Bed Bug and Flea Killer,6,2
3995,Penne pasta with a spicy tomato basil sauce & parmesan cheese Spicy Penne Arrabbiata,100,21
3996,Diced Pears In Light Syrup Fruit Cups,99,15
3997,Simply Sea Recipe Dry Dog Food,40,8
3998,No Beans Plain Chili,59,15
3999,Bosc Pear,24,4
4000,Brazil Minas Naturais Medium Roast Ground Coffee,26,7
